id,name,initials,role,connected,email,source,service,forWho,connectedOn,amber,amount
pc47b37e5,Tara Patel 13,T1,student,0,tara.patel.13@gmail.com,From chat share,,,,0,
p5c85e60d,Karan Joshi 39,K3,student,0,karan.joshi.39@gmail.com,From Community,,,,0,
p95cfb4d3,Veer Ghosh,VG,student,0,veer.ghosh@gmail.com,From chat share,,,,1,
pb91c0ace,Diya Khan,DK,student,0,diya.khan@gmail.com,Recommended match,,,,0,
p1741650f,Rohan Kapoor 89,R8,student,0,rohan.kapoor.89@gmail.com,Recommended match,,,,0,
pc040d255,Dev Patel,DP,student,0,dev.patel@gmail.com,From chat share,,,,1,
ped1ed9d0,Manav Ghosh,MG,student,0,manav.ghosh@gmail.com,From Community,,,,0,
pc5e6c81d,Ayaan Kapoor,AK,student,0,ayaan.kapoor@gmail.com,Recommended match,,,,0,
p56cffeaa,Ravi Das,RD,parent,0,ravi.das@gmail.com,Recommended match,,,,0,
pb35470c5,Aarav Chawla,AC,parent,0,aarav.chawla@gmail.com,From Community,,,,0,
p2ed51c57,Sahil Singh,SS,student,1,sahil.singh@gmail.com,Visited profile,,,2026-09-02 01:50,0,1999
p8739e27f,Vivaan Bhat,VB,student,0,vivaan.bhat@gmail.com,From Community,,,,1,
p516dd06d,Sahil Nanda 5,S5,student,0,sahil.nanda.5@gmail.com,From Community,,,,1,
p2d1e31e5,Jia Iyer 34,J3,student,0,jia.iyer.34@gmail.com,From Community,,,,1,
p46592281,Priya Singh,PS,student,0,priya.singh@gmail.com,Recommended match,,,,0,
pbc8e1183,Meera Patel,MP,student,0,meera.patel@gmail.com,From Community,,,,0,
p1ed58b32,Reyansh Nair 98,R9,student,1,reyansh.nair.98@gmail.com,Recommended match,,,2026-08-28 18:30,0,1999
p4f2fe46c,Kriti Das 39,K3,student,0,kriti.das.39@gmail.com,Recommended match,,,,1,
p90f96e1f,Anvi Agarwal 58,A5,student,0,anvi.agarwal.58@gmail.com,Recommended match,,,,1,
p0da63afd,Kavita Rao,KR,student,0,kavita.rao@gmail.com,From chat share,,,,0,
p8156ced0,Tara Trivedi,TT,student,1,tara.trivedi@gmail.com,Visited profile,,,2026-07-27 16:15,0,1999
p9a9ef6b2,Kiara Chawla,KC,student,0,kiara.chawla@gmail.com,Visited profile,,,,0,
p178a5bb5,Veer Nanda 17,V1,parent,0,veer.nanda.17@gmail.com,From chat share,,,,0,
p2b336d29,Veer Nair,VN,student,0,veer.nair@gmail.com,Recommended match,,,,0,
p103b917e,Diya Malhotra 54,D5,student,0,diya.malhotra.54@gmail.com,From Community,,,,1,
pa887b3c1,Om Bose 80,O8,student,1,om.bose.80@gmail.com,Recommended match,,,2026-07-22 03:55,0,1999
p2f3e85c3,Jia Saxena 98,J9,student,0,jia.saxena.98@gmail.com,Recommended match,,,,0,
p5d0d2bdd,Veer Nair 39,V3,student,0,veer.nair.39@gmail.com,Visited profile,,,,1,
p66df9d0d,Ishaan Gupta,IG,student,0,ishaan.gupta@gmail.com,Visited profile,,,,0,
pf354f918,Rohan Das 38,R3,student,0,rohan.das.38@gmail.com,From Community,,,,0,
pfed70045,Ira Mehta,IM,student,0,ira.mehta@gmail.com,Recommended match,,,,0,
p936c08bf,Myra Pillai,MP,student,0,myra.pillai@gmail.com,Recommended match,,,,0,
p6cbdc9b0,Aarav Mehta,AM,student,0,aarav.mehta@gmail.com,From Community,,,,0,
pd2489bf9,Nikhil Sharma,NS,student,1,nikhil.sharma@gmail.com,Recommended match,,,2026-09-05 22:00,0,1999
pa1d529a6,Yash Khan 47,Y4,student,0,yash.khan.47@gmail.com,Visited profile,,,,1,
p44d8a495,Kabira Banerjee 12,K1,student,0,kabira.banerjee.12@gmail.com,From Community,,,,1,
p67d9454c,Tara Malhotra,TM,student,0,tara.malhotra@gmail.com,Recommended match,,,,1,
pd81c702a,Tanvi Jain 4,T4,student,0,tanvi.jain.4@gmail.com,Recommended match,,,,0,
pb3e1a384,Ishaan Patel 77,I7,student,1,ishaan.patel.77@gmail.com,From chat share,Essay workshop,,2026-08-31 20:15,0,1999
pe5920edf,Dhruv Nanda 48,D4,student,0,dhruv.nanda.48@gmail.com,From chat share,,,,0,
p7a53cd18,Nisha Nanda,NN,student,0,nisha.nanda@gmail.com,From chat share,,,,0,
pdfcb084b,Kriti Reddy,KR,student,0,kriti.reddy@gmail.com,Recommended match,,,,0,
pfa28a0ec,Reyansh Ahuja 23,R2,student,1,reyansh.ahuja.23@gmail.com,Visited profile,Essay workshop,,2026-08-09 03:05,0,1999
pcec3cdfa,Leela Saxena 20,L2,student,0,leela.saxena.20@gmail.com,From Community,,,,0,
p75957ab7,Aditi Bhat 64,A6,student,0,aditi.bhat.64@gmail.com,From chat share,,,,1,
pd5fc0c8a,Leela Malhotra 68,L6,student,0,leela.malhotra.68@gmail.com,Visited profile,,,,0,
p811b14b4,Yash Jain,YJ,parent,0,yash.jain@gmail.com,Visited profile,,,,0,
p5b0e3d08,Arnav Verma,AV,student,0,arnav.verma@gmail.com,From chat share,,,,0,
paa69d6ae,Ishaan Rao 74,I7,parent,0,ishaan.rao.74@gmail.com,From Community,,,,0,
p08aaf7cc,Kabira Jain,KJ,student,0,kabira.jain@gmail.com,Visited profile,,,,0,
p1a9ed0df,Aditi Verma,AV,student,0,aditi.verma@gmail.com,From chat share,,,,0,
pdde69eae,Sneha Jain,SJ,student,0,sneha.jain@gmail.com,Recommended match,,,,1,
p1226f19b,Kavita Bose,KB,parent,0,kavita.bose@gmail.com,Visited profile,,,,1,
pcaf179af,Om Iyer 48,O4,student,0,om.iyer.48@gmail.com,Visited profile,,,,0,
p06a3dd9e,Pooja Menon 44,P4,student,0,pooja.menon.44@gmail.com,From Community,,,,0,
p3f677114,Riya Pillai,RP,parent,0,riya.pillai@gmail.com,Recommended match,,,,1,
pb0206def,Sohan Nanda,SN,student,1,sohan.nanda@gmail.com,Recommended match,,,2026-09-23 16:00,1,1999
p37958916,Myra Nanda 9,M9,parent,0,myra.nanda.9@gmail.com,From chat share,,,,0,
p3ec13e94,Harsh Banerjee 74,H7,student,0,harsh.banerjee.74@gmail.com,Visited profile,,,,0,
peb241422,Nisha Nair,NN,student,0,nisha.nair@gmail.com,Recommended match,,,,0,
p71a07a80,Sneha Iyer,SI,student,0,sneha.iyer@gmail.com,Visited profile,,,,1,
p3837c478,Ishaan Ghosh,IG,student,0,ishaan.ghosh@gmail.com,Recommended match,,,,0,
pb469b835,Kavita Kulkarni 89,K8,student,0,kavita.kulkarni.89@gmail.com,Visited profile,,,,0,
p3d05c26c,Aditi Patel 51,A5,parent,1,aditi.patel.51@gmail.com,Recommended match,Essay workshop,,2026-07-25 22:55,0,1999
peae90fb0,Zara Das,ZD,parent,0,zara.das@gmail.com,From Community,,,,0,
paaeeab92,Tara Verma 98,T9,parent,0,tara.verma.98@gmail.com,From chat share,,,,1,
p54123024,Zara Rao,ZR,student,0,zara.rao@gmail.com,From Community,,,,0,
p5e3bd96a,Kabira Singh,KS,student,0,kabira.singh@gmail.com,Recommended match,,,,1,
p60e54b0d,Manav Singh 31,M3,student,0,manav.singh.31@gmail.com,From chat share,,,,0,
p3c162395,Diya Pillai,DP,student,0,diya.pillai@gmail.com,From chat share,,,,0,
pf4f1385e,Myra Das 56,M5,parent,0,myra.das.56@gmail.com,From chat share,,,,1,
pe3d1c9a2,Ravi Trivedi,RT,student,0,ravi.trivedi@gmail.com,From chat share,,,,0,
p6f2f7c97,Aarav Desai 97,A9,student,0,aarav.desai.97@gmail.com,Visited profile,,,,1,
pc5e49f07,Aarav Patel,AP,student,0,aarav.patel@gmail.com,From Community,,,,0,
pcd5d0908,Rahul Das,RD,parent,0,rahul.das@gmail.com,Recommended match,,,,0,
pd2fbbfdb,Tara Singh,TS,student,0,tara.singh@gmail.com,From Community,,,,0,
pccea74a9,Harsh Bhat 28,H2,student,0,harsh.bhat.28@gmail.com,Recommended match,,,,0,
p15cd4f6b,Rahul Rao,RR,student,0,rahul.rao@gmail.com,From chat share,,,,0,
p757cd7d8,Diya Bhat 92,D9,student,1,diya.bhat.92@gmail.com,From chat share,,,2026-09-21 21:05,1,1999
p92e06c6e,Aditi Khan,AK,student,0,aditi.khan@gmail.com,Recommended match,,,,1,
pc2e2191e,Kriti Patel 45,K4,student,0,kriti.patel.45@gmail.com,From chat share,,,,0,
p202e8d62,Jia Iyer 51,J5,student,1,jia.iyer.51@gmail.com,From chat share,SOP review,,2026-08-12 04:05,0,1999
p1474ee29,Zara Singh 13,Z1,parent,0,zara.singh.13@gmail.com,Visited profile,,,,1,
p137d6a87,Sohan Kulkarni 51,S5,student,0,sohan.kulkarni.51@gmail.com,From chat share,,,,0,
pd6d2ecb3,Nisha Desai 78,N7,parent,0,nisha.desai.78@gmail.com,Recommended match,,,,1,
p9f8a5fe4,Ayaan Khan 3,A3,student,0,ayaan.khan.3@gmail.com,Recommended match,,,,0,
p4397041d,Nisha Malhotra,NM,parent,0,nisha.malhotra@gmail.com,From Community,,,,0,
p6f1970e5,Aditi Banerjee 23,A2,student,0,aditi.banerjee.23@gmail.com,Visited profile,,,,0,
pf198973b,Kavita Nair 37,K3,student,0,kavita.nair.37@gmail.com,Visited profile,,,,0,
p8e0462cc,Ishaan Malhotra,IM,student,0,ishaan.malhotra@gmail.com,Recommended match,,,,1,
pb1bf49ac,Ravi Rao,RR,student,0,ravi.rao@gmail.com,Visited profile,,,,0,
p6b81cd09,Diya Joshi 37,D3,student,0,diya.joshi.37@gmail.com,Visited profile,,,,0,
p2607047f,Harsh Pillai 2,H2,student,0,harsh.pillai.2@gmail.com,Recommended match,,,,1,
p636647e0,Tanvi Verma 39,T3,student,1,tanvi.verma.39@gmail.com,From chat share,Visa readiness,,2026-09-13 16:15,0,1999
p5fe678f8,Myra Sharma,MS,student,0,myra.sharma@gmail.com,From Community,,,,0,
p8ed7ec61,Dhruv Bose,DB,student,0,dhruv.bose@gmail.com,Visited profile,,,,0,
pa5cad9ad,Yash Jain 77,Y7,student,0,yash.jain.77@gmail.com,Visited profile,,,,0,
p9101a277,Anika Chawla,AC,student,0,anika.chawla@gmail.com,From chat share,,,,0,
pee4d241f,Sana Singh 47,S4,student,1,sana.singh.47@gmail.com,Recommended match,,,2026-09-01 04:55,1,1999
pcbc39c3e,Ravi Patel,RP,student,0,ravi.patel@gmail.com,From chat share,,,,1,
p25059d9a,Om Gupta 42,O4,student,0,om.gupta.42@gmail.com,From chat share,,,,0,
pef8b9a35,Vivaan Ahuja 26,V2,student,1,vivaan.ahuja.26@gmail.com,From chat share,,,2026-07-15 05:50,0,1999
p3b82884d,Riya Bose,RB,student,0,riya.bose@gmail.com,From Community,,,,0,
p7b1c3a77,Neel Bhat,NB,parent,0,neel.bhat@gmail.com,Recommended match,,,,0,
pc289dda1,Leela Gupta,LG,student,0,leela.gupta@gmail.com,From chat share,,,,0,
p4a160eeb,Sohan Saxena,SS,student,0,sohan.saxena@gmail.com,Recommended match,,,,0,
pbaff50b3,Myra Saxena,MS,student,1,myra.saxena@gmail.com,From chat share,,,2026-07-02 20:35,0,1999
p2733553a,Harsh Bose,HB,student,1,harsh.bose@gmail.com,From Community,Pathway consult,,2026-08-18 11:05,0,1999
p29d75690,Tara Kapoor 66,T6,student,0,tara.kapoor.66@gmail.com,Visited profile,,,,0,
pb05ac10e,Yash Das,YD,student,0,yash.das@gmail.com,From chat share,,,,0,
p626f4e5e,Aarav Ahuja,AA,student,0,aarav.ahuja@gmail.com,Recommended match,,,,0,
pa86488f7,Reyansh Saxena,RS,student,0,reyansh.saxena@gmail.com,Recommended match,,,,1,
pfa9ae4c6,Sneha Banerjee,SB,student,1,sneha.banerjee@gmail.com,From Community,Pathway consult,,2026-09-02 08:10,0,1999
pb4d8b8c1,Rahul Joshi,RJ,student,0,rahul.joshi@gmail.com,Recommended match,,,,1,
pc0806cf1,Isha Pillai 89,I8,student,1,isha.pillai.89@gmail.com,Recommended match,SOP review,,2026-08-30 19:05,0,1999
pf8197a19,Anika Malhotra,AM,parent,0,anika.malhotra@gmail.com,From Community,,,,1,
pd159409a,Aarav Iyer,AI,student,1,aarav.iyer@gmail.com,Visited profile,,,2026-09-19 01:50,0,1999
pddbb5e65,Tara Kulkarni,TK,student,0,tara.kulkarni@gmail.com,Visited profile,,,,0,
p469ad4f9,Myra Kapoor 52,M5,parent,1,myra.kapoor.52@gmail.com,Recommended match,Visa readiness,For Aisha Das,2026-08-05 10:30,0,1999
p1821db5d,Karan Sharma 48,K4,student,0,karan.sharma.48@gmail.com,From chat share,,,,0,
p3852dcf5,Diya Reddy 54,D5,parent,0,diya.reddy.54@gmail.com,From Community,,,,0,
p033f04e8,Kabir Pillai,KP,student,0,kabir.pillai@gmail.com,From Community,,,,1,
p61cf133f,Dhruv Trivedi 47,D4,student,0,dhruv.trivedi.47@gmail.com,Recommended match,,,,0,
pc53a1048,Ira Jain,IJ,parent,0,ira.jain@gmail.com,From chat share,,,,0,
p0453a5a4,Neel Saxena,NS,parent,0,neel.saxena@gmail.com,From chat share,,,,0,
p05b7fb65,Aisha Banerjee 75,A7,student,0,aisha.banerjee.75@gmail.com,Visited profile,,,,1,
p22629436,Karan Bose 42,K4,student,0,karan.bose.42@gmail.com,From Community,,,,0,
pb0e5bc70,Kabira Patel 36,K3,student,0,kabira.patel.36@gmail.com,From chat share,,,,0,
pcee3d31c,Vivaan Pillai,VP,student,0,vivaan.pillai@gmail.com,Recommended match,,,,1,
pfd90d55e,Meera Nanda,MN,student,0,meera.nanda@gmail.com,Visited profile,,,,0,
p55c6b0f7,Naina Kulkarni 12,N1,student,0,naina.kulkarni.12@gmail.com,From chat share,,,,1,
p199af3df,Sneha Rao 8,S8,parent,0,sneha.rao.8@gmail.com,Visited profile,,,,0,
pf83dc512,Ravi Das 35,R3,student,1,ravi.das.35@gmail.com,From chat share,,,2026-09-23 16:00,0,1999
p14906e32,Aditi Bose 96,A9,student,0,aditi.bose.96@gmail.com,From chat share,,,,1,
p922a9588,Kavita Reddy,KR,parent,0,kavita.reddy@gmail.com,Recommended match,,,,0,
pbf5891e6,Sneha Khan,SK,student,0,sneha.khan@gmail.com,Visited profile,,,,0,
p682379a4,Ira Nanda,IN,student,0,ira.nanda@gmail.com,From Community,,,,1,
p59a6ead7,Zara Khan,ZK,student,0,zara.khan@gmail.com,Recommended match,,,,0,
pa896d5db,Manav Chawla,MC,student,0,manav.chawla@gmail.com,Visited profile,,,,0,
pdd299fdb,Tara Bose 13,T1,student,0,tara.bose.13@gmail.com,Visited profile,,,,0,
pfd3a201c,Arjun Reddy 2,A2,student,0,arjun.reddy.2@gmail.com,Visited profile,,,,1,
p5feb8988,Nisha Gupta,NG,student,0,nisha.gupta@gmail.com,Recommended match,,,,0,
p769a769a,Anvi Gupta 40,A4,parent,0,anvi.gupta.40@gmail.com,Recommended match,,,,0,
p4e56a8f1,Aditi Menon,AM,parent,0,aditi.menon@gmail.com,From Community,,,,0,
p25669239,Veer Singh 52,V5,student,0,veer.singh.52@gmail.com,Visited profile,,,,0,
p44a0c6fd,Anika Bose 35,A3,parent,0,anika.bose.35@gmail.com,From Community,,,,0,
p2c4ddc07,Reyansh Menon 90,R9,student,0,reyansh.menon.90@gmail.com,Visited profile,,,,0,
p42d4a5ad,Vikram Singh,VS,student,1,vikram.singh@gmail.com,From chat share,College shortlisting,,2026-08-26 20:15,0,1999
p908dcb09,Reyansh Khan 36,R3,student,0,reyansh.khan.36@gmail.com,From chat share,,,,0,
p70532f53,Neel Kapoor 70,N7,parent,0,neel.kapoor.70@gmail.com,Visited profile,,,,0,
p6fcc8bcd,Isha Desai,ID,student,1,isha.desai@gmail.com,Recommended match,College shortlisting,,2026-07-17 07:15,0,1999
p08bb3b9f,Karan Singh,KS,student,0,karan.singh@gmail.com,Recommended match,,,,0,
p2546c78e,Yash Desai 6,Y6,student,0,yash.desai.6@gmail.com,Visited profile,,,,0,
p7cc8a16a,Jia Sharma 52,J5,parent,0,jia.sharma.52@gmail.com,Recommended match,,,,1,
pb7629586,Priya Ghosh,PG,student,1,priya.ghosh@gmail.com,Recommended match,,,2026-09-23 16:00,0,1999
p70a653bf,Anika Bhat,AB,student,0,anika.bhat@gmail.com,Visited profile,,,,0,
p26b9bac8,Kabir Khan,KK,student,1,kabir.khan@gmail.com,Visited profile,,,2026-07-20 15:00,1,1999
p80ea866a,Anika Ahuja 41,A4,student,1,anika.ahuja.41@gmail.com,Recommended match,,,2026-08-31 13:20,0,1999
pfb6c60e8,Veer Verma 17,V1,student,0,veer.verma.17@gmail.com,Recommended match,,,,1,
p2198461e,Jia Saxena 87,J8,student,1,jia.saxena.87@gmail.com,Visited profile,,,2026-09-20 09:35,0,1999
p74bb30c7,Kavita Menon 37,K3,student,0,kavita.menon.37@gmail.com,From chat share,,,,1,
padb63d25,Sohan Pillai,SP,student,0,sohan.pillai@gmail.com,From chat share,,,,0,
pc6c26851,Rahul Bhat 13,R1,student,0,rahul.bhat.13@gmail.com,From Community,,,,0,
p25816d13,Karan Agarwal,KA,student,0,karan.agarwal@gmail.com,Recommended match,,,,1,
p44d4a3aa,Diya Chawla 21,D2,student,0,diya.chawla.21@gmail.com,Visited profile,,,,1,
p3eb70295,Aditi Mehta 73,A7,student,0,aditi.mehta.73@gmail.com,From Community,,,,0,
p5689c260,Ira Kulkarni,IK,student,0,ira.kulkarni@gmail.com,Visited profile,,,,0,
p15df440c,Isha Sharma,IS,student,0,isha.sharma@gmail.com,Recommended match,,,,0,
p63b55549,Nisha Rao 91,N9,student,0,nisha.rao.91@gmail.com,From Community,,,,0,
p04db212b,Sana Kulkarni,SK,student,0,sana.kulkarni@gmail.com,From Community,,,,0,
pae8a099d,Veer Iyer,VI,parent,1,veer.iyer@gmail.com,Visited profile,Visa readiness,,2026-09-19 04:10,0,1999
pc81d7dd0,Dhruv Chawla,DC,student,0,dhruv.chawla@gmail.com,Recommended match,,,,0,
p3e666b34,Reyansh Saxena 48,R4,student,0,reyansh.saxena.48@gmail.com,Visited profile,,,,0,
pd28f8c6d,Leela Rao,LR,student,1,leela.rao@gmail.com,From chat share,,,2026-08-26 16:40,0,1999
pb3b5afa5,Neel Banerjee 38,N3,student,0,neel.banerjee.38@gmail.com,Recommended match,,,,1,
p9edd5c02,Manav Ahuja 10,M1,parent,0,manav.ahuja.10@gmail.com,From chat share,,,,1,
pf0120b91,Sohan Malhotra,SM,parent,1,sohan.malhotra@gmail.com,Recommended match,Parent consult,,2026-09-23 16:00,0,1999
p8e100e7b,Manav Banerjee 91,M9,student,1,manav.banerjee.91@gmail.com,Recommended match,Parent consult,,2026-09-23 16:00,1,1999
p9bddd1af,Riya Chawla,RC,student,0,riya.chawla@gmail.com,Recommended match,,,,1,
p12714410,Aisha Kapoor,AK,student,0,aisha.kapoor@gmail.com,Visited profile,,,,0,
pc0f50e0b,Rahul Menon 92,R9,parent,0,rahul.menon.92@gmail.com,From Community,,,,0,
pfdb9975d,Kiara Nair 40,K4,parent,1,kiara.nair.40@gmail.com,Recommended match,College shortlisting,,2026-09-23 10:05,0,1999
pb653815a,Kabir Malhotra 69,K6,student,0,kabir.malhotra.69@gmail.com,Visited profile,,,,0,
p042b7f0f,Veer Kulkarni 73,V7,student,1,veer.kulkarni.73@gmail.com,From chat share,,,2026-07-11 09:05,0,1999
pa55c9728,Yash Desai 87,Y8,student,1,yash.desai.87@gmail.com,From chat share,,,2026-07-26 11:50,0,1999
pfc37610b,Kriti Mehta,KM,student,0,kriti.mehta@gmail.com,Visited profile,,,,0,
p894dd9e3,Diya Jain 42,D4,student,0,diya.jain.42@gmail.com,Visited profile,,,,0,
pb2cc7d45,Pooja Bhat 83,P8,student,0,pooja.bhat.83@gmail.com,From Community,,,,0,
pc6b72191,Myra Rao 29,M2,student,0,myra.rao.29@gmail.com,Recommended match,,,,0,
p4e46f5b2,Rahul Khan 59,R5,student,1,rahul.khan.59@gmail.com,From Community,Visa readiness,,2026-09-05 12:10,0,1999
pb20b9dd0,Manav Nanda,MN,student,0,manav.nanda@gmail.com,Recommended match,,,,0,
pce140c21,Aditi Malhotra,AM,student,1,aditi.malhotra@gmail.com,Recommended match,,,2026-08-19 02:45,0,1999
p43d4b531,Vikram Agarwal,VA,student,0,vikram.agarwal@gmail.com,Visited profile,,,,0,
p740a68e2,Neel Das,ND,parent,0,neel.das@gmail.com,Recommended match,,,,1,
pa492d5e2,Rahul Jain 76,R7,student,0,rahul.jain.76@gmail.com,From Community,,,,0,
p5870d5dd,Myra Patel 74,M7,student,0,myra.patel.74@gmail.com,From chat share,,,,0,
p7e9115b0,Sneha Iyer 64,S6,student,0,sneha.iyer.64@gmail.com,From chat share,,,,0,
p7d94a0b8,Ananya Banerjee,AB,student,1,ananya.banerjee@gmail.com,From Community,,,2026-09-07 02:55,0,1999
p3c1fb773,Dhruv Kapoor 44,D4,student,0,dhruv.kapoor.44@gmail.com,Visited profile,,,,0,
paf652ccd,Dev Saxena,DS,student,0,dev.saxena@gmail.com,From Community,,,,0,
p67eae886,Aarav Chawla 82,A8,student,0,aarav.chawla.82@gmail.com,Visited profile,,,,1,
pc5d570f4,Tara Pillai,TP,parent,0,tara.pillai@gmail.com,From chat share,,,,1,
p62694e37,Jia Ahuja 95,J9,student,0,jia.ahuja.95@gmail.com,From chat share,,,,0,
kabir,Kabir Malhotra,KM,student,1,kabir.m@gmail.com,Visited profile,Applications,,2026-09-10 13:40,0,1999
rohan,Rohan Desai,RD,student,1,rohan.d@gmail.com,From Community,Visa readiness,,2026-08-15 11:00,0,1999
